Absolutely. Here are Batch D full packs (GI + NEURO + GU) in the same “data-only / GENERIC_V1” style as Batch C:

COMPLAINT_REGISTRY (22 rows)

CORE_QUESTIONS (one row per question)

RED_FLAGS (explicit, severity-appropriate)

CLUSTER_SCORING_RULES (includes a few negative suppressors)

DISP_RULES (priority-ordered)

OUTPUT_TEMPLATES (stable IDs)

GOLDENS (10 per complaint = 220 cases)

Everything below is copy/paste-ready CSV blocks.

1) COMPLAINT_REGISTRY (Batch D)
Complaint_Slug,System,Display_Name,Version,Pipeline,Aliases
gi_abdominal_pain,GI,Abdominal Pain,GENERIC_V1,GENERIC_V1,"abd pain|stomach pain|belly pain|tummy pain|abdominal cramping"
gi_diarrhea,GI,Diarrhea,GENERIC_V1,GENERIC_V1,"diarrhea|loose stools|watery stool|the runs"
gi_vomiting,GI,Vomiting / Nausea,GENERIC_V1,GENERIC_V1,"vomiting|throwing up|nausea|emesis"
gi_gi_bleeding,GI,GI Bleeding,GENERIC_V1,GENERIC_V1,"blood in stool|black stool|melena|hematochezia|vomiting blood|hematemesis"
gi_constipation,GI,Constipation,GENERIC_V1,GENERIC_V1,"constipation|no poop|hard stool|can't go"
gi_jaundice,GI,Jaundice / Yellow Eyes,GENERIC_V1,GENERIC_V1,"jaundice|yellow eyes|yellow skin|dark urine|pale stool"
gi_dysphagia,GI,Trouble Swallowing,GENERIC_V1,GENERIC_V1,"dysphagia|food stuck|can't swallow|painful swallow|odynophagia"
gi_acute_pancreatitis_like,GI,Severe Epigastric Pain (Pancreatitis-like),GENERIC_V1,GENERIC_V1,"epigastric pain|upper stomach pain|pain to back|pancreatitis"

neuro_headache,NEURO,Headache,GENERIC_V1,GENERIC_V1,"headache|migraine|pressure in head|head pain"
neuro_dizziness_vertigo,NEURO,Dizziness / Vertigo,GENERIC_V1,GENERIC_V1,"dizzy|vertigo|room spinning|lightheaded|off balance"
neuro_weakness_numbness,NEURO,Weakness / Numbness,GENERIC_V1,GENERIC_V1,"weakness|numbness|tingling|one-sided weakness|can't move"
neuro_seizure,NEURO,Seizure,GENERIC_V1,GENERIC_V1,"seizure|convulsion|shaking episode|passed out shaking"
neuro_syncope,NEURO,Syncope / Fainting,GENERIC_V1,GENERIC_V1,"syncope|fainted|passed out|blackout"
neuro_confusion_ams,NEURO,Confusion / Altered Mental Status,GENERIC_V1,GENERIC_V1,"confusion|delirium|altered mental status|AMS|not acting right"

gu_dysuria_uti,GU,Dysuria / UTI Symptoms,GENERIC_V1,GENERIC_V1,"burning urination|uti|pee burns|frequency|urgency"
gu_flank_pain,GU,Flank Pain,GENERIC_V1,GENERIC_V1,"flank pain|kidney pain|side pain|back pain one side"
gu_testicular_pain,GU,Testicular Pain / Swelling,GENERIC_V1,GENERIC_V1,"testicle pain|scrotal pain|swollen testicle"
gu_hematuria,GU,Hematuria (Blood in Urine),GENERIC_V1,GENERIC_V1,"hematuria|blood in urine|pink urine|red urine"
gu_urinary_retention,GU,Urinary Retention,GENERIC_V1,GENERIC_V1,"can't pee|urinary retention|blocked urine|no urine"
gu_sti_exposure_discharge,GU,STI Exposure / Genital Discharge,GENERIC_V1,GENERIC_V1,"sti exposure|discharge|std|urethritis|genital discharge"
gu_pelvic_pain_possible_ovarian_torsion,GU,Pelvic Pain (Torsion/Ectopic/PID),GENERIC_V1,GENERIC_V1,"pelvic pain|ovary pain|one-sided pelvic pain|torsion|ectopic"
gu_vaginal_bleeding,GU,Vaginal Bleeding,GENERIC_V1,GENERIC_V1,"vaginal bleeding|heavy period|bleeding pregnant|spotting|postpartum bleeding"
2) CORE_QUESTIONS (Batch D)
Complaint_Slug,Question_ID,Question_Text,Type,Options
gi_constipation,GIC2,"{""dur"":7,""abdsev"":false,""vomit"":false,""blood"":false,""fever"":false,""no_gas"":false}",ROUTINE,functional
gi_constipation,GIC3,"{""dur"":2,""abdsev"":true,""vomit"":true,""blood"":false,""fever"":false,""no_gas"":true}",EMERG,obstruction
gi_constipation,GIC4,"{""dur"":5,""abdsev"":true,""vomit"":true,""blood"":false,""fever"":false,""no_gas"":false}",EMERG,obstruction
gi_constipation,GIC5,"{""dur"":5,""abdsev"":false,""vomit"":false,""blood"":true,""fever"":false,""no_gas"":false}",URGENT,functional
gi_constipation,GIC6,"{""dur"":5,""abdsev"":true,""vomit"":false,""blood"":false,""fever"":true,""no_gas"":false}",URGENT,obstruction
gi_constipation,GIC7,"{""dur"":1,""abdsev"":false,""vomit"":false,""blood"":false,""fever"":false,""no_gas"":false}",ROUTINE,functional
gi_constipation,GIC8,"{""dur"":4,""abdsev"":false,""vomit"":true,""blood"":false,""fever"":false,""no_gas"":true}",EMERG,obstruction
gi_constipation,GIC9,"{""dur"":10,""abdsev"":false,""vomit"":false,""blood"":false,""fever"":false,""no_gas"":false}",ROUTINE,functional
gi_constipation,GIC10,"{""dur"":4,""abdsev"":false,""vomit"":false,""blood"":false,""fever"":false,""no_gas"":true}",ROUTINE,obstruction

gi_jaundice,GIJ1,"{""pain_ruq"":true,""fever"":true,""dark_urine"":true,""itch"":true,""confusion"":false,""bleed"":false}",EMERG,biliary_obstruction
gi_jaundice,GIJ2,"{""pain_ruq"":false,""fever"":true,""dark_urine"":true,""itch"":false,""confusion"":false,""bleed"":false}",URGENT,hepatitis
gi_jaundice,GIJ3,"{""pain_ruq"":true,""fever"":false,""dark_urine"":true,""itch"":true,""confusion"":false,""bleed"":false}",URGENT,biliary_obstruction
gi_jaundice,GIJ4,"{""pain_ruq"":false,""fever"":false,""dark_urine"":true,""itch"":true,""confusion"":false,""bleed"":false}",URGENT,biliary_obstruction
gi_jaundice,GIJ5,"{""pain_ruq"":true,""fever"":false,""dark_urine"":false,""itch"":false,""confusion"":true,""bleed"":false}",EMERG,hepatitis
gi_jaundice,GIJ6,"{""pain_ruq"":false,""fever"":false,""dark_urine"":false,""itch"":false,""confusion"":false,""bleed"":true}",EMERG,hepatitis
gi_jaundice,GIJ7,"{""pain_ruq"":true,""fever"":true,""dark_urine"":false,""itch"":false,""confusion"":false,""bleed"":false}",URGENT,biliary_obstruction
gi_jaundice,GIJ8,"{""pain_ruq"":false,""fever"":false,""dark_urine"":false,""itch"":true,""confusion"":false,""bleed"":false}",URGENT,biliary_obstruction
gi_jaundice,GIJ9,"{""pain_ruq"":false,""fever"":true,""dark_urine"":false,""itch"":false,""confusion"":false,""bleed"":false}",URGENT,hepatitis
gi_jaundice,GIJ10,"{""pain_ruq"":true,""fever"":false,""dark_urine"":true,""itch"":false,""confusion"":false,""bleed"":false}",URGENT,biliary_obstruction

gi_dysphagia,GIS1,"{""food_stuck"":true,""drool"":false,""sob"":false,""chest_pain"":false,""weight_loss"":false,""odyn"":false}",URGENT,impaction
gi_dysphagia,GIS2,"{""food_stuck"":false,""drool"":true,""sob"":false,""chest_pain"":false,""weight_loss"":false,""odyn"":false}",EMERG,impaction
gi_dysphagia,GIS3,"{""food_stuck"":false,""drool"":false,""sob"":true,""chest_pain"":false,""weight_loss"":false,""odyn"":false}",EMERG,impaction
gi_dysphagia,GIS4,"{""food_stuck"":false,""drool"":false,""sob"":false,""chest_pain"":true,""weight_loss"":false,""odyn"":false}",EMERG,impaction
gi_dysphagia,GIS5,"{""food_stuck"":false,""drool"":false,""sob"":false,""chest_pain"":false,""weight_loss"":true,""odyn"":false}",URGENT,malignancy
gi_dysphagia,GIS6,"{""food_stuck"":false,""drool"":false,""sob"":false,""chest_pain"":false,""weight_loss"":false,""odyn"":true}",URGENT,gerd_esophagitis
gi_dysphagia,GIS7,"{""food_stuck"":false,""drool"":false,""sob"":false,""chest_pain"":false,""weight_loss"":false,""odyn"":false}",ROUTINE,stricture
gi_dysphagia,GIS8,"{""food_stuck"":false,""drool"":false,""sob"":false,""chest_pain"":false,""weight_loss"":true,""odyn"":true}",URGENT,malignancy
gi_dysphagia,GIS9,"{""food_stuck"":true,""drool"":false,""sob"":false,""chest_pain"":false,""weight_loss"":true,""odyn"":false}",URGENT,impaction
gi_dysphagia,GIS10,"{""food_stuck"":false,""drool"":false,""sob"":false,""chest_pain"":false,""weight_loss"":false,""odyn"":true}",URGENT,gerd_esophagitis

gi_acute_pancreatitis_like,GIP1,"{""epi"":true,""back"":true,""vomit"":true,""fever"":false,""alc"":true,""gall"":false,""sev"":7}",URGENT,pancreatitis
gi_acute_pancreatitis_like,GIP2,"{""epi"":true,""back"":true,""vomit"":true,""fever"":true,""alc"":false,""gall"":true,""sev"":8}",EMERG,pancreatitis
gi_acute_pancreatitis_like,GIP3,"{""epi"":true,""back"":false,""vomit"":false,""fever"":false,""alc"":false,""gall"":false,""sev"":4}",URGENT,gastritis_ulcer
gi_acute_pancreatitis_like,GIP4,"{""epi"":true,""back"":true,""vomit"":false,""fever"":false,""alc"":false,""gall"":true,""sev"":6}",URGENT,pancreatitis
gi_acute_pancreatitis_like,GIP5,"{""epi"":true,""back"":false,""vomit"":true,""fever"":false,""alc"":false,""gall"":false,""sev"":6}",URGENT,pancreatitis
gi_acute_pancreatitis_like,GIP6,"{""epi"":true,""back"":true,""vomit"":true,""fever"":false,""alc"":false,""gall"":false,""sev"":9}",EMERG,pancreatitis
gi_acute_pancreatitis_like,GIP7,"{""epi"":true,""back"":false,""vomit"":false,""fever"":true,""alc"":false,""gall"":true,""sev"":6}",URGENT,biliary
gi_acute_pancreatitis_like,GIP8,"{""epi"":true,""back"":true,""vomit"":true,""fever"":false,""alc"":false,""gall"":true,""sev"":7}",URGENT,pancreatitis
gi_acute_pancreatitis_like,GIP9,"{""epi"":true,""back"":false,""vomit"":false,""fever"":false,""alc"":true,""gall"":false,""sev"":3}",URGENT,gastritis_ulcer
gi_acute_pancreatitis_like,GIP10,"{""epi"":true,""back"":true,""vomit"":false,""fever"":true,""alc"":true,""gall"":false,""sev"":8}",EMERG,pancreatitis

neuro_headache,NH1,"{""thunder"":true,""neurodef"":false,""fever_neck"":false,""preg_postpartum"":false,""trauma"":false,""age50"":false,""eye"":false}",EMERG,migraine
neuro_headache,NH2,"{""thunder"":false,""neurodef"":true,""fever_neck"":false,""preg_postpartum"":false,""trauma"":false,""age50"":false,""eye"":false}",EMERG,migraine
neuro_headache,NH3,"{""thunder"":false,""neurodef"":false,""fever_neck"":true,""preg_postpartum"":false,""trauma"":false,""age50"":false,""eye"":false}",EMERG,tension
neuro_headache,NH4,"{""thunder"":false,""neurodef"":false,""fever_neck"":false,""preg_postpartum"":false,""trauma"":true,""age50"":false,""eye"":false}",EMERG,tension
neuro_headache,NH5,"{""thunder"":false,""neurodef"":false,""fever_neck"":false,""preg_postpartum"":false,""trauma"":false,""age50"":false,""eye"":true}",EMERG,migraine
neuro_headache,NH6,"{""thunder"":false,""neurodef"":false,""fever_neck"":false,""preg_postpartum"":false,""trauma"":false,""age50"":true,""eye"":false}",URGENT,migraine
neuro_headache,NH7,"{""thunder"":false,""neurodef"":false,""fever_neck"":false,""preg_postpartum"":true,""trauma"":false,""age50"":false,""eye"":false}",URGENT,migraine
neuro_headache,NH8,"{""thunder"":false,""neurodef"":false,""fever_neck"":false,""preg_postpartum"":false,""trauma"":false,""age50"":false,""eye"":false}",ROUTINE,tension
neuro_headache,NH9,"{""thunder"":false,""neurodef"":false,""fever_neck"":false,""preg_postpartum"":false,""trauma"":false,""age50"":false,""eye"":false}",ROUTINE,migraine
neuro_headache,NH10,"{""thunder"":false,""neurodef"":false,""fever_neck"":false,""preg_postpartum"":false,""trauma"":false,""age50"":false,""eye"":false}",ROUTINE,sinus_related

neuro_dizziness_vertigo,ND1,"{""kind"":""spinning"",""neurodef"":false,""headache"":false,""cardiac"":false,""vomit"":false,""ear"":false}",ROUTINE,bppv
neuro_dizziness_vertigo,ND2,"{""kind"":""spinning"",""neurodef"":false,""headache"":false,""cardiac"":false,""vomit"":true,""ear"":false}",URGENT,vestibular_neuritis
neuro_dizziness_vertigo,ND3,"{""kind"":""spinning"",""neurodef"":false,""headache"":false,""cardiac"":false,""vomit"":false,""ear"":true}",URGENT,meniere
neuro_dizziness_vertigo,ND4,"{""kind"":""off_balance"",""neurodef"":false,""headache"":false,""cardiac"":false,""vomit"":false,""ear"":false}",EMERG,bppv
neuro_dizziness_vertigo,ND5,"{""kind"":""spinning"",""neurodef"":true,""headache"":false,""cardiac"":false,""vomit"":false,""ear"":false}",EMERG,bppv
neuro_dizziness_vertigo,ND6,"{""kind"":""lightheaded"",""neurodef"":false,""headache"":false,""cardiac"":true,""vomit"":false,""ear"":false}",EMERG,bppv
neuro_dizziness_vertigo,ND7,"{""kind"":""spinning"",""neurodef"":false,""headache"":true,""cardiac"":false,""vomit"":false,""ear"":false}",EMERG,bppv
neuro_dizziness_vertigo,ND8,"{""kind"":""lightheaded"",""neurodef"":false,""headache"":false,""cardiac"":false,""vomit"":false,""ear"":false}",ROUTINE,bppv
neuro_dizziness_vertigo,ND9,"{""kind"":""spinning"",""neurodef"":false,""headache"":false,""cardiac"":false,""vomit"":true,""ear"":true}",URGENT,meniere
neuro_dizziness_vertigo,ND10,"{""kind"":""spinning"",""neurodef"":false,""headache"":false,""cardiac"":false,""vomit"":false,""ear"":false}",ROUTINE,bppv

neuro_weakness_numbness,NW1,"{""sudden"":true,""face_speech"":true,""one_side"":true,""vision"":false,""spinal"":false,""fever"":false}",EMERG,stroke_tia
neuro_weakness_numbness,NW2,"{""sudden"":true,""face_speech"":false,""one_side"":true,""vision"":true,""spinal"":false,""fever"":false}",EMERG,stroke_tia
neuro_weakness_numbness,NW3,"{""sudden"":false,""face_speech"":false,""one_side"":false,""vision"":false,""spinal"":false,""fever"":false}",URGENT,peripheral
neuro_weakness_numbness,NW4,"{""sudden"":false,""face_speech"":false,""one_side"":false,""vision"":false,""spinal"":true,""fever"":false}",EMERG,spinal_process
neuro_weakness_numbness,NW5,"{""sudden"":true,""face_speech"":false,""one_side"":false,""vision"":false,""spinal"":true,""fever"":false}",EMERG,spinal_process
neuro_weakness_numbness,NW6,"{""sudden"":false,""face_speech"":false,""one_side"":true,""vision"":false,""spinal"":false,""fever"":false}",URGENT,peripheral
neuro_weakness_numbness,NW7,"{""sudden"":true,""face_speech"":false,""one_side"":true,""vision"":false,""spinal"":false,""fever"":false}",EMERG,stroke_tia
neuro_weakness_numbness,NW8,"{""sudden"":false,""face_speech"":false,""one_side"":false,""vision"":false,""spinal"":false,""fever"":true}",URGENT,peripheral
neuro_weakness_numbness,NW9,"{""sudden"":false,""face_speech"":false,""one_side"":false,""vision"":false,""spinal"":false,""fever"":false}",URGENT,peripheral
neuro_weakness_numbness,NW10,"{""sudden"":true,""face_speech"":true,""one_side"":false,""vision"":false,""spinal"":false,""fever"":false}",EMERG,stroke_tia

neuro_seizure,NS1,"{""first"":true,""ongoing"":false,""injury"":false,""preg_postpartum"":false,""fever"":false,""metabolic"":false}",EMERG,first_time
neuro_seizure,NS2,"{""first"":false,""ongoing"":true,""injury"":false,""preg_postpartum"":false,""fever"":false,""metabolic"":false}",EMERG,status
neuro_seizure,NS3,"{""first"":false,""ongoing"":false,""injury"":true,""preg_postpartum"":false,""fever"":false,""metabolic"":false}",EMERG,breakthrough
neuro_seizure,NS4,"{""first"":false,""ongoing"":false,""injury"":false,""preg_postpartum"":true,""fever"":false,""metabolic"":false}",EMERG,provoked
neuro_seizure,NS5,"{""first"":false,""ongoing"":false,""injury"":false,""preg_postpartum"":false,""fever"":true,""metabolic"":false}",EMERG,provoked
neuro_seizure,NS6,"{""first"":false,""ongoing"":false,""injury"":false,""preg_postpartum"":false,""fever"":false,""metabolic"":true}",EMERG,provoked
neuro_seizure,NS7,"{""first"":false,""ongoing"":false,""injury"":false,""preg_postpartum"":false,""fever"":false,""metabolic"":false}",EMERG,breakthrough
neuro_seizure,NS8,"{""first"":true,""ongoing"":true,""injury"":false,""preg_postpartum"":false,""fever"":false,""metabolic"":false}",EMERG,status
neuro_seizure,NS9,"{""first"":false,""ongoing"":false,""injury"":false,""preg_postpartum"":false,""fever"":true,""metabolic"":true}",EMERG,provoked
neuro_seizure,NS10,"{""first"":true,""ongoing"":false,""injury"":true,""preg_postpartum"":false,""fever"":false,""metabolic"":false}",EMERG,first_time

neuro_syncope,NY1,"{""exert"":false,""cardiac"":false,""injury"":false,""neurodef"":false,""bleed"":false,""preg"":false}",URGENT,vasovagal
neuro_syncope,NY2,"{""exert"":true,""cardiac"":false,""injury"":false,""neurodef"":false,""bleed"":false,""preg"":false}",EMERG,cardiac_syncope
neuro_syncope,NY3,"{""exert"":false,""cardiac"":true,""injury"":false,""neurodef"":false,""bleed"":false,""preg"":false}",EMERG,cardiac_syncope
neuro_syncope,NY4,"{""exert"":false,""cardiac"":false,""injury"":true,""neurodef"":false,""bleed"":false,""preg"":false}",EMERG,vasovagal
neuro_syncope,NY5,"{""exert"":false,""cardiac"":false,""injury"":false,""neurodef"":true,""bleed"":false,""preg"":false}",EMERG,vasovagal
neuro_syncope,NY6,"{""exert"":false,""cardiac"":false,""injury"":false,""neurodef"":false,""bleed"":true,""preg"":false}",EMERG,bleed_related
neuro_syncope,NY7,"{""exert"":false,""cardiac"":false,""injury"":false,""neurodef"":false,""bleed"":false,""preg"":true}",EMERG,vasovagal
neuro_syncope,NY8,"{""exert"":false,""cardiac"":false,""injury"":false,""neurodef"":false,""bleed"":false,""preg"":false}",URGENT,vasovagal
neuro_syncope,NY9,"{""exert"":true,""cardiac"":true,""injury"":false,""neurodef"":false,""bleed"":false,""preg"":false}",EMERG,cardiac_syncope
neuro_syncope,NY10,"{""exert"":false,""cardiac"":false,""injury"":false,""neurodef"":false,""bleed"":false,""preg"":false}",URGENT,vasovagal

neuro_confusion_ams,NA1,"{""sudden"":true,""fever"":false,""headache"":false,""stroke_signs"":false,""low_glucose"":false,""toxic"":false}",EMERG,stroke
neuro_confusion_ams,NA2,"{""sudden"":false,""fever"":true,""headache"":true,""stroke_signs"":false,""low_glucose"":false,""toxic"":false}",EMERG,infection
neuro_confusion_ams,NA3,"{""sudden"":false,""fever"":false,""headache"":false,""stroke_signs"":true,""low_glucose"":false,""toxic"":false}",EMERG,stroke
neuro_confusion_ams,NA4,"{""sudden"":false,""fever"":false,""headache"":false,""stroke_signs"":false,""low_glucose"":true,""toxic"":false}",EMERG,metabolic_toxic
neuro_confusion_ams,NA5,"{""sudden"":false,""fever"":false,""headache"":false,""stroke_signs"":false,""low_glucose"":false,""toxic"":true}",EMERG,metabolic_toxic
neuro_confusion_ams,NA6,"{""sudden"":false,""fever"":true,""headache"":false,""stroke_signs"":false,""low_glucose"":false,""toxic"":false}",EMERG,infection
neuro_confusion_ams,NA7,"{""sudden"":true,""fever"":false,""headache"":false,""stroke_signs"":true,""low_glucose"":false,""toxic"":false}",EMERG,stroke
neuro_confusion_ams,NA8,"{""sudden"":false,""fever"":false,""headache"":true,""stroke_signs"":false,""low_glucose"":false,""toxic"":false}",EMERG,stroke
neuro_confusion_ams,NA9,"{""sudden"":false,""fever"":true,""headache"":true,""stroke_signs"":true,""low_glucose"":false,""toxic"":false}",EMERG,stroke
neuro_confusion_ams,NA10,"{""sudden"":false,""fever"":false,""headache"":false,""stroke_signs"":false,""low_glucose"":true,""toxic"":true}",EMERG,metabolic_toxic

gu_dysuria_uti,GUD1,"{""fever"":false,""flank"":false,""preg"":false,""male"":false,""discharge"":false,""vomit"":false}",ROUTINE,cystitis
gu_dysuria_uti,GUD2,"{""fever"":true,""flank"":true,""preg"":false,""male"":false,""discharge"":false,""vomit"":false}",EMERG,pyelonephritis
gu_dysuria_uti,GUD3,"{""fever"":true,""flank"":false,""preg"":false,""male"":false,""discharge"":false,""vomit"":false}",URGENT,pyelonephritis
gu_dysuria_uti,GUD4,"{""fever"":false,""flank"":false,""preg"":true,""male"":false,""discharge"":false,""vomit"":false}",URGENT,cystitis
gu_dysuria_uti,GUD5,"{""fever"":false,""flank"":false,""preg"":false,""male"":true,""discharge"":false,""vomit"":false}",URGENT,cystitis
gu_dysuria_uti,GUD6,"{""fever"":false,""flank"":false,""preg"":false,""male"":false,""discharge"":true,""vomit"":false}",URGENT,sti_urethritis
gu_dysuria_uti,GUD7,"{""fever"":false,""flank"":false,""preg"":false,""male"":false,""discharge"":false,""vomit"":true}",URGENT,cystitis
gu_dysuria_uti,GUD8,"{""fever"":true,""flank"":true,""preg"":true,""male"":false,""discharge"":false,""vomit"":false}",EMERG,pyelonephritis
gu_dysuria_uti,GUD9,"{""fever"":true,""flank"":false,""preg"":false,""male"":false,""discharge"":true,""vomit"":false}",URGENT,sti_urethritis
gu_dysuria_uti,GUD10,"{""fever"":false,""flank"":false,""preg"":false,""male"":false,""discharge"":false,""vomit"":false}",ROUTINE,cystitis

gu_flank_pain,GUF1,"{""fever"":false,""urinary"":false,""hematuria"":true,""colicky"":true,""vomit"":false,""preg"":false}",URGENT,nephrolithiasis
gu_flank_pain,GUF2,"{""fever"":true,""urinary"":true,""hematuria"":false,""colicky"":false,""vomit"":false,""preg"":false}",EMERG,pyelonephritis
gu_flank_pain,GUF3,"{""fever"":true,""urinary"":false,""hematuria"":true,""colicky"":true,""vomit"":false,""preg"":false}",EMERG,pyelonephritis
gu_flank_pain,GUF4,"{""fever"":false,""urinary"":false,""hematuria"":false,""colicky"":false,""vomit"":false,""preg"":false}",ROUTINE,msk
gu_flank_pain,GUF5,"{""fever"":false,""urinary"":false,""hematuria"":true,""colicky"":true,""vomit"":true,""preg"":false}",URGENT,nephrolithiasis
gu_flank_pain,GUF6,"{""fever"":false,""urinary"":true,""hematuria"":false,""colicky"":false,""vomit"":false,""preg"":false}",ROUTINE,pyelonephritis
gu_flank_pain,GUF7,"{""fever"":false,""urinary"":false,""hematuria"":false,""colicky"":true,""vomit"":false,""preg"":false}",URGENT,nephrolithiasis
gu_flank_pain,GUF8,"{""fever"":false,""urinary"":false,""hematuria"":false,""colicky"":false,""vomit"":true,""preg"":false}",URGENT,nephrolithiasis
gu_flank_pain,GUF9,"{""fever"":false,""urinary"":false,""hematuria"":false,""colicky"":false,""vomit"":false,""preg"":true}",URGENT,msk
gu_flank_pain,GUF10,"{""fever"":false,""urinary"":false,""hematuria"":true,""colicky"":true,""vomit"":false,""preg"":false}",URGENT,nephrolithiasis

gu_testicular_pain,GUT1,"{""sudden"":true,""high_riding"":false,""nausea"":true,""fever"":false,""discharge"":false,""trauma"":false}",EMERG,torsion
gu_testicular_pain,GUT2,"{""sudden"":true,""high_riding"":true,""nausea"":false,""fever"":false,""discharge"":false,""trauma"":false}",EMERG,torsion
gu_testicular_pain,GUT3,"{""sudden"":false,""high_riding"":false,""nausea"":false,""fever"":true,""discharge"":true,""trauma"":false}",URGENT,epididymitis
gu_testicular_pain,GUT4,"{""sudden"":false,""high_riding"":false,""nausea"":false,""fever"":false,""discharge"":true,""trauma"":false}",URGENT,epididymitis
gu_testicular_pain,GUT5,"{""sudden"":false,""high_riding"":false,""nausea"":false,""fever"":false,""discharge"":false,""trauma"":true}",URGENT,trauma
gu_testicular_pain,GUT6,"{""sudden"":true,""high_riding"":false,""nausea"":false,""fever"":false,""discharge"":false,""trauma"":false}",EMERG,torsion
gu_testicular_pain,GUT7,"{""sudden"":false,""high_riding"":false,""nausea"":false,""fever"":true,""discharge"":false,""trauma"":false}",URGENT,epididymitis
gu_testicular_pain,GUT8,"{""sudden"":false,""high_riding"":false,""nausea"":true,""fever"":false,""discharge"":false,""trauma"":false}",EMERG,torsion
gu_testicular_pain,GUT9,"{""sudden"":false,""high_riding"":false,""nausea"":false,""fever"":false,""discharge"":false,""trauma"":false}",URGENT,epididymitis
gu_testicular_pain,GUT10,"{""sudden"":true,""high_riding"":true,""nausea"":true,""fever"":false,""discharge"":false,""trauma"":false}",EMERG,torsion

gu_hematuria,GUH1,"{""clots"":false,""stone_pain"":true,""fever"":false,""blood_thinner"":false,""trauma"":false}",URGENT,stone
gu_hematuria,GUH2,"{""clots"":true,""stone_pain"":false,""fever"":false,""blood_thinner"":false,""trauma"":false}",EMERG,stone
gu_hematuria,GUH3,"{""clots"":false,""stone_pain"":true,""fever"":true,""blood_thinner"":false,""trauma"":false}",EMERG,uti
gu_hematuria,GUH4,"{""clots"":false,""stone_pain"":false,""fever"":true,""blood_thinner"":false,""trauma"":false}",URGENT,uti
gu_hematuria,GUH5,"{""clots"":false,""stone_pain"":false,""fever"":false,""blood_thinner"":true,""trauma"":false}",URGENT,anticoag
gu_hematuria,GUH6,"{""clots"":false,""stone_pain"":false,""fever"":false,""blood_thinner"":false,""trauma"":true}",EMERG,stone
gu_hematuria,GUH7,"{""clots"":false,""stone_pain"":true,""fever"":false,""blood_thinner"":true,""trauma"":false}",URGENT,anticoag
gu_hematuria,GUH8,"{""clots"":true,""stone_pain"":true,""fever"":true,""blood_thinner"":false,""trauma"":false}",EMERG,uti
gu_hematuria,GUH9,"{""clots"":false,""stone_pain"":false,""fever"":false,""blood_thinner"":false,""trauma"":false}",URGENT,stone
gu_hematuria,GUH10,"{""clots"":false,""stone_pain"":true,""fever"":false,""blood_thinner"":false,""trauma"":false}",URGENT,stone

gu_urinary_retention,GUR1,"{""unable"":true,""pain"":true,""fever"":false,""neuro"":false,""blood"":false}",EMERG,bph_obstruction
gu_urinary_retention,GUR2,"{""unable"":true,""pain"":false,""fever"":false,""neuro"":false,""blood"":false}",EMERG,bph_obstruction
gu_urinary_retention,GUR3,"{""unable"":false,""pain"":false,""fever"":false,""neuro"":true,""blood"":false}",EMERG,neurogenic
gu_urinary_retention,GUR4,"{""unable"":true,""pain"":true,""fever"":false,""neuro"":true,""blood"":false}",EMERG,neurogenic
gu_urinary_retention,GUR5,"{""unable"":true,""pain"":true,""fever"":false,""neuro"":false,""blood"":true}",EMERG,clot_retention
gu_urinary_retention,GUR6,"{""unable"":true,""pain"":false,""fever"":true,""neuro"":false,""blood"":false}",EMERG,bph_obstruction
gu_urinary_retention,GUR7,"{""unable"":false,""pain"":false,""fever"":false,""neuro"":false,""blood"":true}",EMERG,clot_retention
gu_urinary_retention,GUR8,"{""unable"":true,""pain"":true,""fever"":true,""neuro"":false,""blood"":false}",EMERG,bph_obstruction
gu_urinary_retention,GUR9,"{""unable"":true,""pain"":true,""fever"":false,""neuro"":false,""blood"":false}",EMERG,bph_obstruction
gu_urinary_retention,GUR10,"{""unable"":true,""pain"":false,""fever"":false,""neuro"":false,""blood"":false}",EMERG,bph_obstruction

gu_sti_exposure_discharge,GUS1,"{""fever"":false,""pelvic"":false,""testis"":false,""preg"":false,""ulcers"":false,""assault"":false}",ROUTINE,gon_chlam
gu_sti_exposure_discharge,GUS2,"{""fever"":false,""pelvic"":false,""testis"":false,""preg"":false,""ulcers"":true,""assault"":false}",URGENT,herpes
gu_sti_exposure_discharge,GUS3,"{""fever"":true,""pelvic"":true,""testis"":false,""preg"":false,""ulcers"":false,""assault"":false}",URGENT,pid
gu_sti_exposure_discharge,GUS4,"{""fever"":false,""pelvic"":true,""testis"":false,""preg"":false,""ulcers"":false,""assault"":false}",ROUTINE,pid
gu_sti_exposure_discharge,GUS5,"{""fever"":false,""pelvic"":false,""testis"":true,""preg"":false,""ulcers"":false,""assault"":false}",EMERG,gon_chlam
gu_sti_exposure_discharge,GUS6,"{""fever"":false,""pelvic"":false,""testis"":false,""preg"":true,""ulcers"":false,""assault"":false}",URGENT,gon_chlam
gu_sti_exposure_discharge,GUS7,"{""fever"":false,""pelvic"":false,""testis"":false,""preg"":false,""ulcers"":false,""assault"":true}",URGENT,gon_chlam
gu_sti_exposure_discharge,GUS8,"{""fever"":true,""pelvic"":true,""testis"":false,""preg"":true,""ulcers"":false,""assault"":false}",URGENT,pid
gu_sti_exposure_discharge,GUS9,"{""fever"":false,""pelvic"":false,""testis"":false,""preg"":false,""ulcers"":true,""assault"":false}",URGENT,herpes
